Train_Indices,Validation_Indices,Test_Indices
6650,18469.0,19617.0
6652,18471.0,19620.0
6653,18473.0,19628.0
6655,18476.0,19629.0
6656,18482.0,19668.0
6659,18484.0,19669.0
6661,18486.0,19671.0
6664,18494.0,19679.0
6667,18500.0,19692.0
6668,18509.0,19702.0
6669,18511.0,19708.0
6670,18516.0,19716.0
6673,18517.0,19721.0
6674,18521.0,19723.0
6676,18523.0,19731.0
6677,18524.0,19732.0
6679,18527.0,19735.0
6681,18528.0,19736.0
6682,18530.0,19738.0
6686,18533.0,19741.0
6688,18535.0,19744.0
6690,18537.0,19747.0
6691,18539.0,19755.0
6692,18546.0,19756.0
6693,18555.0,19757.0
6694,18560.0,19762.0
6697,18566.0,19768.0
6699,18572.0,19770.0
6701,18576.0,19774.0
6703,18579.0,19783.0
6705,18581.0,19785.0
6706,18591.0,19790.0
6709,18599.0,19795.0
6711,18602.0,19798.0
6712,18607.0,19802.0
6713,18608.0,19807.0
6714,18613.0,19811.0
6716,18616.0,19813.0
6718,18619.0,19821.0
6719,18628.0,19829.0
6720,18630.0,19836.0
6721,18633.0,19845.0
6722,18635.0,19852.0
6723,18637.0,19854.0
6726,18644.0,19857.0
6727,18646.0,19858.0
6729,18659.0,19864.0
6730,18682.0,19873.0
6731,18687.0,19876.0
6732,18692.0,19883.0
6733,18695.0,19906.0
6734,18715.0,19917.0
6735,18724.0,19919.0
6736,18726.0,19921.0
6738,18730.0,19932.0
6739,18732.0,19942.0
6742,18733.0,19943.0
6745,18739.0,19946.0
6746,18758.0,19961.0
6747,18760.0,19974.0
6749,18763.0,19980.0
6750,18766.0,19981.0
6752,18783.0,19990.0
6754,18788.0,19995.0
6755,18802.0,19996.0
6756,18804.0,19998.0
6757,18822.0,20001.0
6760,18826.0,20002.0
6761,18829.0,20007.0
6762,18831.0,20014.0
6763,18835.0,20016.0
6766,18836.0,20018.0
6767,18847.0,20022.0
6768,18849.0,20026.0
6769,18851.0,20029.0
6773,18853.0,20030.0
6775,18854.0,20043.0
6776,18858.0,20049.0
6780,18864.0,20060.0
6781,18874.0,20068.0
6782,18877.0,20069.0
6785,18883.0,20071.0
6786,18884.0,20072.0
6787,18891.0,20073.0
6788,18903.0,20076.0
6789,18904.0,20084.0
6790,18908.0,20088.0
6792,18911.0,20095.0
6793,18915.0,20097.0
6795,18918.0,20101.0
6797,18924.0,20134.0
6799,18929.0,20145.0
6800,18931.0,20148.0
6802,18933.0,20159.0
6804,18945.0,20162.0
6805,18947.0,20163.0
6806,18948.0,20165.0
6807,18949.0,20167.0
6808,18952.0,20178.0
6810,18954.0,20180.0
6811,18966.0,20184.0
6812,18968.0,20190.0
6813,18970.0,20191.0
6815,18971.0,20193.0
6816,18977.0,20197.0
6817,18981.0,20198.0
6818,18983.0,20199.0
6819,18987.0,20200.0
6822,18990.0,20201.0
6823,18991.0,20203.0
6825,19011.0,20204.0
6828,19014.0,20205.0
6830,19019.0,20206.0
6831,19028.0,20210.0
6832,19030.0,20218.0
6834,19035.0,20225.0
6840,19039.0,20228.0
6842,19045.0,20229.0
6844,19057.0,20232.0
6848,19063.0,20237.0
6849,19065.0,20238.0
6855,19066.0,20240.0
6856,19072.0,20241.0
6857,19079.0,20245.0
6858,19082.0,20248.0
6859,19095.0,20251.0
6860,19096.0,20258.0
6862,19099.0,20261.0
6868,19101.0,20273.0
6869,19107.0,20283.0
6870,19111.0,20284.0
6871,19121.0,20285.0
6872,19124.0,20292.0
6874,19128.0,20300.0
6875,19129.0,20301.0
6876,19139.0,20305.0
6877,19166.0,20310.0
6879,19172.0,20313.0
6880,19197.0,20314.0
6881,19198.0,20319.0
6883,19201.0,20321.0
6885,19205.0,20325.0
6887,19212.0,20335.0
6888,19219.0,20340.0
6889,19223.0,20345.0
6890,19227.0,20347.0
6891,19241.0,20348.0
6892,19244.0,20355.0
6893,19251.0,20361.0
6894,19260.0,20364.0
6895,19262.0,20367.0
6896,19263.0,20396.0
6897,19271.0,20398.0
6898,19274.0,20403.0
6899,19284.0,20406.0
6901,19291.0,20408.0
6902,19295.0,20409.0
6903,19308.0,20413.0
6905,19315.0,20418.0
6906,19318.0,20421.0
6908,19322.0,20422.0
6909,19327.0,20432.0
6910,19329.0,20435.0
6911,19332.0,20447.0
6912,19333.0,20448.0
6913,19355.0,20450.0
6914,19360.0,20461.0
6915,19373.0,20474.0
6916,19374.0,20476.0
6919,19375.0,20478.0
6920,19383.0,20485.0
6925,19386.0,20486.0
6926,19387.0,20490.0
6927,19400.0,20495.0
6928,19401.0,20496.0
6929,19403.0,20498.0
6930,19405.0,20500.0
6931,19408.0,20509.0
6933,19410.0,20512.0
6935,19420.0,20522.0
6936,19423.0,20526.0
6940,19425.0,20531.0
6941,19430.0,20535.0
6943,19432.0,20537.0
6944,19437.0,20538.0
6945,19440.0,20548.0
6946,19442.0,20551.0
6947,19448.0,20559.0
6949,19453.0,20561.0
6950,19457.0,20564.0
6951,19460.0,20566.0
6952,19465.0,20569.0
6953,19467.0,20579.0
6955,19479.0,20586.0
6956,19480.0,20587.0
6957,19481.0,20591.0
6958,19486.0,20594.0
6960,19489.0,20600.0
6961,19490.0,20602.0
6965,19503.0,20611.0
6966,19507.0,20623.0
6967,19509.0,20626.0
6968,19510.0,20628.0
6971,19522.0,20634.0
6973,19527.0,20640.0
6974,19547.0,20641.0
6977,19560.0,20643.0
6978,19561.0,20644.0
6979,19563.0,20654.0
6980,19564.0,20668.0
6984,19566.0,20670.0
6985,19569.0,20671.0
6988,19571.0,20673.0
6989,19576.0,20677.0
6990,19579.0,20679.0
6991,19583.0,20684.0
6992,19586.0,20691.0
6993,19589.0,20697.0
6994,19591.0,20708.0
6995,19594.0,20709.0
6997,19606.0,20710.0
7000,19607.0,20711.0
7001,19619.0,20731.0
7005,19621.0,20739.0
7006,19623.0,20744.0
7010,19635.0,20746.0
7011,19648.0,20753.0
7013,19652.0,20756.0
7014,19656.0,20760.0
7015,19657.0,20765.0
7016,19658.0,20767.0
7017,19661.0,20782.0
7018,19662.0,20785.0
7019,19663.0,20792.0
7020,19664.0,20806.0
7021,19667.0,20809.0
7023,19676.0,20814.0
7030,19678.0,20820.0
7031,19683.0,20835.0
7033,19685.0,20847.0
7034,19693.0,20848.0
7035,19694.0,20851.0
7036,19698.0,20854.0
7038,19699.0,20858.0
7040,19709.0,20862.0
7045,19719.0,20866.0
7046,19722.0,20869.0
7047,19726.0,20877.0
7050,19730.0,20885.0
7054,19740.0,20894.0
7055,19746.0,20895.0
7056,19752.0,20898.0
7058,19758.0,20904.0
7059,19775.0,20906.0
7061,19779.0,20907.0
7062,19784.0,20920.0
7063,19788.0,20928.0
7064,19797.0,20941.0
7065,19800.0,20949.0
7066,19808.0,20953.0
7067,19815.0,20957.0
7068,19825.0,20959.0
7071,19831.0,20964.0
7072,19832.0,20966.0
7073,19839.0,20970.0
7074,19842.0,20974.0
7075,19844.0,20979.0
7076,19862.0,20981.0
7077,19867.0,20982.0
7078,19870.0,20983.0
7079,19874.0,20986.0
7082,19885.0,20988.0
7084,19886.0,20989.0
7089,19896.0,20995.0
7090,19909.0,21002.0
7092,19910.0,21011.0
7093,19911.0,21013.0
7097,19912.0,21017.0
7101,19918.0,21018.0
7105,19922.0,21027.0
7107,19925.0,21034.0
7108,19934.0,21044.0
7111,19936.0,21045.0
7112,19939.0,21065.0
7113,19948.0,21078.0
7114,19950.0,21100.0
7115,19951.0,21107.0
7118,19953.0,21114.0
7119,19956.0,21121.0
7120,19959.0,21126.0
7121,19962.0,21130.0
7123,19985.0,21132.0
7124,19988.0,21136.0
7127,19992.0,21140.0
7128,19993.0,21145.0
7130,19997.0,21147.0
7131,20020.0,21148.0
7134,20024.0,21150.0
7135,20028.0,21174.0
7137,20039.0,21185.0
7138,20042.0,21187.0
7139,20045.0,21193.0
7140,20048.0,21200.0
7145,20050.0,21201.0
7146,20051.0,21203.0
7147,20064.0,21206.0
7148,20065.0,21207.0
7149,20078.0,21219.0
7150,20081.0,21224.0
7152,20083.0,21231.0
7153,20089.0,21235.0
7155,20091.0,21238.0
7156,20093.0,21244.0
7157,20106.0,21246.0
7158,20107.0,21249.0
7159,20121.0,21251.0
7161,20122.0,21252.0
7163,20127.0,21271.0
7166,20129.0,21284.0
7170,20133.0,21285.0
7172,20137.0,21292.0
7175,20141.0,21293.0
7176,20143.0,21295.0
7178,20144.0,21297.0
7181,20147.0,21314.0
7182,20153.0,21327.0
7183,20154.0,21331.0
7184,20155.0,21338.0
7185,20156.0,21344.0
7187,20160.0,21351.0
7189,20161.0,21355.0
7190,20166.0,21356.0
7192,20168.0,21357.0
7193,20169.0,21363.0
7195,20171.0,21382.0
7198,20174.0,21383.0
7199,20176.0,21385.0
7200,20185.0,21386.0
7204,20192.0,21399.0
7207,20202.0,21413.0
7210,20208.0,21418.0
7213,20211.0,21436.0
7214,20215.0,21438.0
7215,20220.0,21457.0
7217,20226.0,21459.0
7218,20231.0,21473.0
7220,20242.0,21485.0
7222,20247.0,21493.0
7223,20250.0,21506.0
7224,20257.0,21510.0
7225,20268.0,21512.0
7228,20269.0,21513.0
7229,20274.0,21515.0
7230,20277.0,21516.0
7232,20290.0,21518.0
7233,20294.0,21522.0
7235,20295.0,21525.0
7236,20303.0,21536.0
7237,20306.0,21541.0
7238,20307.0,21546.0
7239,20315.0,21549.0
7240,20317.0,21557.0
7241,20318.0,21566.0
7242,20323.0,21592.0
7246,20324.0,21593.0
7248,20328.0,21596.0
7250,20330.0,21599.0
7251,20331.0,21601.0
7252,20342.0,21608.0
7253,20343.0,21614.0
7257,20346.0,21617.0
7259,20349.0,21624.0
7260,20353.0,21626.0
7262,20358.0,21627.0
7266,20362.0,21632.0
7267,20363.0,21633.0
7269,20372.0,21641.0
7270,20374.0,21643.0
7271,20376.0,21662.0
7272,20381.0,21665.0
7273,20384.0,21666.0
7275,20395.0,21668.0
7276,20399.0,21673.0
7278,20411.0,21675.0
7281,20420.0,21678.0
7283,20425.0,21679.0
7284,20428.0,21682.0
7285,20430.0,21684.0
7286,20433.0,21686.0
7288,20439.0,21689.0
7289,20446.0,21690.0
7290,20451.0,21694.0
7291,20463.0,21698.0
7292,20467.0,21699.0
7294,20472.0,21704.0
7298,20488.0,21705.0
7300,20491.0,21709.0
7304,20492.0,21717.0
7310,20508.0,21727.0
7319,20516.0,21730.0
7320,20524.0,21732.0
7321,20525.0,21734.0
7322,20527.0,21735.0
7323,20528.0,21742.0
7325,20532.0,21751.0
7327,20534.0,21752.0
7328,20554.0,21756.0
7330,20556.0,21771.0
7331,20570.0,21772.0
7333,20576.0,21774.0
7335,20588.0,21783.0
7336,20590.0,21790.0
7337,20592.0,21802.0
7339,20593.0,21810.0
7341,20595.0,21811.0
7345,20597.0,21813.0
7347,20612.0,21817.0
7350,20614.0,21818.0
7351,20616.0,21822.0
7352,20619.0,21831.0
7355,20620.0,21841.0
7358,20629.0,21850.0
7362,20632.0,21851.0
7363,20633.0,21852.0
7364,20635.0,21853.0
7365,20647.0,21854.0
7370,20653.0,21861.0
7371,20664.0,21864.0
7372,20669.0,21870.0
7373,20672.0,21874.0
7374,20674.0,21875.0
7375,20682.0,21884.0
7376,20689.0,21887.0
7377,20693.0,21898.0
7378,20694.0,21902.0
7379,20698.0,21906.0
7380,20699.0,21910.0
7381,20701.0,21913.0
7382,20703.0,21914.0
7385,20718.0,21915.0
7386,20723.0,21929.0
7387,20724.0,21930.0
7388,20727.0,21940.0
7389,20732.0,21956.0
7390,20734.0,21958.0
7394,20748.0,21961.0
7395,20750.0,21968.0
7396,20752.0,21970.0
7397,20759.0,21981.0
7398,20762.0,21984.0
7399,20773.0,21988.0
7401,20778.0,22002.0
7403,20786.0,22004.0
7404,20787.0,22010.0
7406,20788.0,22012.0
7407,20789.0,22013.0
7408,20791.0,22017.0
7409,20801.0,22022.0
7410,20804.0,22031.0
7411,20808.0,22034.0
7415,20816.0,22039.0
7417,20825.0,22063.0
7418,20827.0,22066.0
7420,20831.0,22074.0
7422,20837.0,22075.0
7423,20838.0,22076.0
7424,20839.0,22081.0
7425,20843.0,22084.0
7428,20852.0,22085.0
7429,20853.0,22093.0
7431,20861.0,22102.0
7435,20864.0,22103.0
7437,20867.0,22111.0
7440,20873.0,22115.0
7442,20882.0,22124.0
7443,20883.0,22127.0
7444,20892.0,22133.0
7445,20900.0,22135.0
7446,20903.0,22142.0
7447,20910.0,22146.0
7448,20912.0,22148.0
7449,20913.0,22151.0
7450,20921.0,22152.0
7451,20925.0,22162.0
7452,20929.0,22167.0
7454,20931.0,22169.0
7458,20938.0,22170.0
7461,20939.0,22176.0
7465,20940.0,22182.0
7466,20942.0,22187.0
7469,20946.0,22191.0
7470,20947.0,22198.0
7471,20948.0,22218.0
7472,20950.0,22223.0
7473,20955.0,22225.0
7474,20958.0,22226.0
7475,20960.0,22227.0
7477,20963.0,22228.0
7478,20965.0,22244.0
7482,20973.0,22250.0
7483,20976.0,22254.0
7484,20978.0,22261.0
7485,20998.0,22263.0
7486,20999.0,22274.0
7487,21000.0,22276.0
7490,21001.0,22288.0
7495,21003.0,22306.0
7496,21032.0,22307.0
7497,21033.0,22309.0
7499,21035.0,22314.0
7501,21036.0,22322.0
7502,21047.0,22324.0
7505,21049.0,22327.0
7506,21052.0,22335.0
7508,21059.0,22339.0
7511,21064.0,22341.0
7512,21070.0,22350.0
7514,21071.0,22377.0
7515,21075.0,22378.0
7517,21080.0,22385.0
7518,21082.0,22392.0
7520,21083.0,22395.0
7525,21085.0,22396.0
7528,21090.0,22397.0
7529,21093.0,22404.0
7533,21097.0,22419.0
7536,21099.0,22423.0
7538,21108.0,22426.0
7540,21112.0,22429.0
7541,21113.0,22433.0
7546,21125.0,22448.0
7547,21127.0,22450.0
7548,21134.0,22455.0
7549,21138.0,22460.0
7550,21139.0,22467.0
7551,21144.0,22470.0
7554,21146.0,22473.0
7557,21152.0,22479.0
7559,21153.0,22481.0
7560,21156.0,22486.0
7561,21159.0,22495.0
7563,21164.0,22504.0
7565,21165.0,22511.0
7566,21166.0,22512.0
7574,21167.0,22513.0
7575,21172.0,22516.0
7578,21182.0,22517.0
7579,21195.0,22519.0
7584,21197.0,22528.0
7585,21209.0,22531.0
7587,21217.0,22537.0
7588,21229.0,22542.0
7590,21233.0,22546.0
7591,21234.0,22547.0
7594,21236.0,22549.0
7596,21239.0,22550.0
7597,21241.0,22552.0
7598,21248.0,22555.0
7600,21261.0,22557.0
7601,21267.0,22566.0
7603,21275.0,22571.0
7604,21278.0,22574.0
7605,21279.0,22576.0
7606,21281.0,22582.0
7611,21301.0,22583.0
7612,21302.0,22591.0
7613,21305.0,22594.0
7614,21307.0,22605.0
7616,21310.0,22611.0
7617,21315.0,22612.0
7619,21317.0,22615.0
7620,21318.0,22618.0
7621,21322.0,22620.0
7622,21335.0,22627.0
7623,21339.0,22628.0
7624,21343.0,22631.0
7625,21346.0,22635.0
7626,21347.0,22636.0
7628,21359.0,22637.0
7630,21366.0,22639.0
7631,21371.0,22643.0
7633,21373.0,22650.0
7635,21374.0,22652.0
7637,21375.0,22664.0
7638,21376.0,22667.0
7639,21381.0,22668.0
7640,21388.0,22675.0
7641,21393.0,22678.0
7644,21395.0,22680.0
7645,21397.0,22693.0
7646,21401.0,22696.0
7647,21405.0,22706.0
7650,21406.0,22708.0
7653,21408.0,22709.0
7654,21425.0,22714.0
7656,21427.0,22719.0
7657,21442.0,22720.0
7658,21443.0,22724.0
7659,21449.0,22725.0
7660,21453.0,22732.0
7661,21454.0,22747.0
7662,21456.0,22753.0
7663,21461.0,22762.0
7666,21464.0,22766.0
7668,21467.0,22770.0
7671,21468.0,22772.0
7672,21470.0,22780.0
7673,21474.0,22789.0
7675,21475.0,22793.0
7676,21477.0,22799.0
7677,21482.0,22822.0
7678,21491.0,22823.0
7680,21496.0,22829.0
7681,21502.0,22833.0
7682,21503.0,22836.0
7684,21507.0,22841.0
7685,21514.0,22843.0
7687,21524.0,22844.0
7688,21529.0,22856.0
7690,21530.0,22857.0
7691,21531.0,22862.0
7693,21532.0,22863.0
7694,21534.0,22870.0
7696,21538.0,22876.0
7698,21547.0,22878.0
7699,21552.0,22889.0
7703,21555.0,22890.0
7704,21560.0,22891.0
7705,21563.0,22892.0
7707,21564.0,22895.0
7708,21569.0,22896.0
7709,21573.0,22899.0
7710,21579.0,22902.0
7713,21580.0,22906.0
7714,21586.0,22908.0
7715,21603.0,22913.0
7720,21604.0,22915.0
7721,21610.0,22917.0
7722,21620.0,22920.0
7724,21621.0,22921.0
7725,21638.0,22923.0
7726,21642.0,22936.0
7727,21647.0,22944.0
7728,21650.0,22947.0
7730,21651.0,22950.0
7734,21655.0,22954.0
7735,21658.0,22959.0
7736,21664.0,22962.0
7737,21681.0,22979.0
7738,21688.0,22986.0
7739,21692.0,22988.0
7741,21696.0,22992.0
7742,21710.0,22993.0
7743,21714.0,23002.0
7744,21719.0,23003.0
7747,21723.0,23006.0
7749,21724.0,23008.0
7750,21726.0,23014.0
7752,21733.0,23016.0
7753,21746.0,23020.0
7754,21759.0,23022.0
7755,21764.0,23024.0
7757,21768.0,23025.0
7758,21769.0,23027.0
7759,21776.0,23028.0
7761,21777.0,23032.0
7763,21780.0,23034.0
7764,21781.0,23036.0
7765,21782.0,23043.0
7772,21785.0,23045.0
7774,21786.0,23053.0
7775,21793.0,23059.0
7777,21799.0,23060.0
7778,21800.0,23069.0
7779,21806.0,23073.0
7780,21821.0,23075.0
7782,21828.0,23077.0
7788,21830.0,23089.0
7792,21834.0,23090.0
7795,21837.0,23094.0
7796,21839.0,23095.0
7801,21842.0,23100.0
7803,21848.0,23106.0
7804,21856.0,23108.0
7805,21860.0,23109.0
7806,21863.0,23112.0
7807,21866.0,23132.0
7808,21873.0,23133.0
7809,21879.0,23134.0
7811,21881.0,23141.0
7812,21885.0,23143.0
7815,21891.0,23147.0
7816,21893.0,23159.0
7821,21904.0,23164.0
7823,21917.0,23165.0
7824,21921.0,23167.0
7825,21925.0,23168.0
7826,21931.0,23172.0
7827,21939.0,23178.0
7829,21943.0,23190.0
7830,21947.0,23192.0
7832,21949.0,23208.0
7834,21951.0,23210.0
7835,21957.0,23231.0
7837,21963.0,23235.0
7838,21966.0,23236.0
7839,21971.0,23237.0
7840,21973.0,23245.0
7841,21979.0,23254.0
7844,21989.0,23260.0
7845,21991.0,23262.0
7847,22001.0,23268.0
7851,22003.0,23283.0
7852,22019.0,23289.0
7854,22021.0,23290.0
7855,22024.0,23293.0
7856,22026.0,23295.0
7860,22032.0,23296.0
7862,22033.0,23297.0
7864,22037.0,23299.0
7868,22042.0,23301.0
7870,22046.0,23303.0
7873,22047.0,23306.0
7874,22049.0,23311.0
7876,22052.0,23320.0
7877,22060.0,23321.0
7878,22065.0,23327.0
7879,22072.0,23329.0
7880,22073.0,23332.0
7881,22082.0,23333.0
7882,22089.0,23335.0
7885,22095.0,23353.0
7887,22099.0,23367.0
7888,22100.0,23368.0
7891,22104.0,23381.0
7894,22106.0,23386.0
7898,22107.0,23399.0
7899,22110.0,23405.0
7901,22125.0,23416.0
7902,22132.0,23423.0
7903,22143.0,23425.0
7904,22144.0,23431.0
7905,22154.0,23432.0
7907,22157.0,23437.0
7913,22165.0,23442.0
7915,22175.0,23453.0
7916,22178.0,23456.0
7919,22180.0,23468.0
7922,22190.0,23469.0
7923,22193.0,23472.0
7925,22197.0,23476.0
7926,22201.0,23479.0
7927,22204.0,23485.0
7928,22206.0,23488.0
7929,22209.0,23490.0
7932,22211.0,23492.0
7936,22221.0,23506.0
7942,22222.0,23508.0
7943,22224.0,23510.0
7944,22229.0,23521.0
7945,22231.0,23524.0
7946,22235.0,23525.0
7947,22236.0,23544.0
7950,22242.0,23546.0
7951,22246.0,23566.0
7953,22247.0,23570.0
7954,22248.0,23571.0
7955,22249.0,23577.0
7956,22253.0,23580.0
7957,22258.0,23582.0
7959,22262.0,23596.0
7960,22266.0,23597.0
7961,22268.0,23599.0
7963,22269.0,23603.0
7964,22270.0,23609.0
7965,22272.0,23611.0
7967,22278.0,23615.0
7970,22279.0,23616.0
7972,22287.0,23623.0
7974,22289.0,23624.0
7977,22298.0,23627.0
7978,22301.0,23631.0
7982,22302.0,23632.0
7983,22308.0,23636.0
7985,22310.0,23637.0
7986,22313.0,23641.0
7988,22315.0,23642.0
7989,22317.0,23644.0
7990,22321.0,23645.0
7991,22330.0,23646.0
7993,22332.0,23652.0
7994,22336.0,23655.0
7995,22340.0,23656.0
7996,22364.0,23658.0
7997,22368.0,23676.0
7998,22376.0,23681.0
8000,22386.0,23685.0
8001,22391.0,23694.0
8002,22398.0,23696.0
8003,22403.0,23697.0
8005,22406.0,23706.0
8010,22411.0,23721.0
8011,22416.0,23723.0
8012,22418.0,23732.0
8013,22428.0,23735.0
8015,22434.0,23744.0
8016,22435.0,23746.0
8019,22436.0,23749.0
8020,22439.0,23752.0
8021,22442.0,23759.0
8023,22443.0,23763.0
8025,22445.0,23766.0
8026,22447.0,23779.0
8027,22452.0,23780.0
8029,22465.0,23781.0
8030,22474.0,23784.0
8032,22480.0,23786.0
8033,22482.0,23789.0
8037,22484.0,23791.0
8040,22493.0,23794.0
8043,22498.0,23800.0
8044,22500.0,23802.0
8047,22514.0,23806.0
8049,22525.0,23807.0
8050,22544.0,23810.0
8055,22553.0,23811.0
8057,22554.0,23812.0
8059,22558.0,23817.0
8061,22564.0,23821.0
8064,22565.0,23823.0
8066,22573.0,23824.0
8068,22584.0,23825.0
8069,22585.0,23835.0
8071,22588.0,23843.0
8073,22602.0,23851.0
8074,22604.0,23853.0
8075,22608.0,23861.0
8076,22614.0,23876.0
8077,22616.0,23877.0
8080,22619.0,23884.0
8081,22621.0,23885.0
8082,22629.0,23896.0
8083,22630.0,23897.0
8084,22632.0,23898.0
8085,22641.0,23901.0
8090,22646.0,23905.0
8091,22653.0,23908.0
8094,22654.0,23909.0
8095,22656.0,23914.0
8096,22658.0,23921.0
8101,22665.0,23924.0
8102,22670.0,23929.0
8103,22673.0,23934.0
8105,22683.0,23946.0
8106,22691.0,23952.0
8108,22694.0,23956.0
8112,22698.0,23969.0
8113,22704.0,23976.0
8114,22711.0,23977.0
8115,22712.0,23980.0
8116,22717.0,23981.0
8117,22726.0,23988.0
8118,22728.0,23989.0
8119,22736.0,23990.0
8120,22737.0,23992.0
8121,22738.0,24001.0
8125,22745.0,24003.0
8127,22746.0,24006.0
8132,22750.0,24007.0
8133,22751.0,24014.0
8134,22758.0,24018.0
8136,22760.0,24023.0
8137,22763.0,24025.0
8139,22765.0,24041.0
8141,22769.0,24044.0
8144,22773.0,24050.0
8145,22777.0,24058.0
8146,22779.0,24076.0
8147,22781.0,24079.0
8148,22782.0,24083.0
8149,22786.0,24085.0
8152,22787.0,24105.0
8153,22794.0,24115.0
8157,22795.0,24121.0
8159,22797.0,24122.0
8160,22803.0,24132.0
8161,22804.0,24134.0
8163,22811.0,24135.0
8164,22812.0,24138.0
8165,22815.0,24144.0
8166,22817.0,24150.0
8167,22819.0,24151.0
8169,22824.0,24157.0
8171,22826.0,24177.0
8173,22837.0,24178.0
8175,22839.0,24180.0
8178,22850.0,24189.0
8179,22860.0,24196.0
8180,22871.0,24199.0
8182,22897.0,24211.0
8183,22904.0,24223.0
8191,22918.0,24224.0
8192,22924.0,24229.0
8195,22927.0,24232.0
8196,22929.0,24240.0
8197,22940.0,24250.0
8199,22955.0,24251.0
8200,22970.0,24254.0
8201,22974.0,24255.0
8203,22975.0,24258.0
8204,22982.0,24259.0
8207,22985.0,24273.0
8208,22995.0,24278.0
8211,23011.0,24280.0
8212,23013.0,24284.0
8214,23017.0,24286.0
8216,23030.0,24301.0
8217,23033.0,24305.0
8219,23049.0,24306.0
8220,23050.0,24308.0
8221,23051.0,24312.0
8222,23055.0,24313.0
8223,23074.0,24314.0
8224,23079.0,24315.0
8225,23084.0,24318.0
8228,23085.0,24319.0
8229,23086.0,24322.0
8230,23093.0,24326.0
8233,23096.0,24333.0
8235,23103.0,24337.0
8236,23105.0,24338.0
8237,23119.0,24339.0
8241,23122.0,24363.0
8243,23127.0,24366.0
8244,23129.0,24371.0
8245,23130.0,24372.0
8246,23138.0,24373.0
8248,23150.0,24375.0
8249,23153.0,24379.0
8250,23157.0,24383.0
8252,23158.0,24386.0
8254,23176.0,24390.0
8256,23181.0,24391.0
8257,23183.0,24405.0
8258,23186.0,24407.0
8259,23189.0,24409.0
8261,23204.0,24410.0
8265,23209.0,24440.0
8266,23212.0,24453.0
8269,23213.0,24458.0
8271,23218.0,24464.0
8275,23222.0,24465.0
8278,23229.0,24469.0
8283,23233.0,24480.0
8285,23239.0,24492.0
8288,23248.0,24498.0
8289,23249.0,24512.0
8291,23255.0,24513.0
8295,23256.0,24516.0
8299,23263.0,24519.0
8300,23266.0,24522.0
8302,23270.0,24524.0
8303,23271.0,24530.0
8306,23275.0,24547.0
8308,23282.0,24548.0
8311,23287.0,24552.0
8312,23288.0,24561.0
8314,23291.0,24566.0
8315,23292.0,24569.0
8316,23302.0,24575.0
8317,23305.0,24577.0
